latitude,longitude,location,town,country
38.47,106.27,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.47,111.12,"('Lvliang', 'China')",Lvliang,China
38.47,112.95,"('Xinzhou', 'China')",Xinzhou,China
38.48,106.22,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.48,106.24,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.49,106.14,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.49,106.17,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.49,106.21,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.5,106.1,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.5,106.14,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.51,102.18,"('Jinchang Shi', 'China')",Jinchang Shi,China
38.54,106.34,"('Yinchuan', 'China')",Yinchuan,China
38.55,106.34,"('Yinchuan Shi', 'China')",Yinchuan Shi,China
38.56,115.64,"('Baoding', 'China')",Baoding,China
38.57,115.45,"('Baoding Shi', 'China')",Baoding Shi,China
38.6,115.46,"('Baoding', 'China')",Baoding,China
38.63,100.91,"('Zhangye', 'China')",Zhangye,China
38.63,117.41,"(None, 'China')",,China
38.66,114.06,"('Shijiazhuang', 'China')",Shijiazhuang,China
38.7,116.1,"('Cangzhou', 'China')",Cangzhou,China
38.7,116.11,"('Cangzhou Shi', 'China')",Cangzhou Shi,China
38.72,112.71,"('Xinzhou Shi', 'China')",Xinzhou Shi,China
38.72,113.1,"('Xinzhou', 'China')",Xinzhou,China
38.73,112.69,"('Xinzhou Shi', 'China')",Xinzhou Shi,China
38.74,117.49,"(None, 'China')",,China
38.75,112.68,"('Xinzhou', 'China')",Xinzhou,China
38.76,115.49,"('Baoding', 'China')",Baoding,China
38.76,77.68,"('Kashgar', 'China')",Kashgar,China
38.78,116.25,"('Cangzhou', 'China')",Cangzhou,China
38.79,117.01,"(None, 'China')",,China
38.8,115.51,"('Baoding', 'China')",Baoding,China
38.8,121.29,"('Dalian Shi', 'China')",Dalian Shi,China
38.83,115.49,"('Baoding Shi', 'China')",Baoding Shi,China
38.83,121.3,"('Dalian', 'China')",Dalian,China
38.83,121.32,"('Dalian', 'China')",Dalian,China
38.84,115.49,"('Baoding Shi', 'China')",Baoding Shi,China
38.84,115.5,"('Baoding Shi', 'China')",Baoding Shi,China
38.84,117.44,"(None, 'China')",,China
38.84,117.45,"(None, 'China')",,China
38.85,115.48,"('Baoding Shi', 'China')",Baoding Shi,China
38.85,115.49,"('Baoding Shi', 'China')",Baoding Shi,China
38.85,115.51,"('Baoding', 'China')",Baoding,China
38.85,115.52,"('Baoding', 'China')",Baoding,China
38.85,117.47,"(None, 'China')",,China
38.85,117.49,"(None, 'China')",,China
38.86,115.49,"('Baoding Shi', 'China')",Baoding Shi,China
38.86,115.51,"('Baoding Shi', 'China')",Baoding Shi,China
38.86,115.52,"('Baoding', 'China')",Baoding,China
38.86,117.44,"(None, 'China')",,China
38.86,121.52,"('Dalian Shi', 'China')",Dalian Shi,China
38.87,115.47,"('Baoding Shi', 'China')",Baoding Shi,China
38.87,117.37,"(None, 'China')",,China
38.87,117.44,"(None, 'China')",,China
38.88,115.43,"('Baoding Shi', 'China')",Baoding Shi,China
38.88,115.46,"('Baoding Shi', 'China')",Baoding Shi,China
38.88,115.5,"('Baoding Shi', 'China')",Baoding Shi,China
38.88,115.55,"('Baoding', 'China')",Baoding,China
38.88,115.56,"('Baoding', 'China')",Baoding,China
38.88,115.57,"('Baoding', 'China')",Baoding,China
38.88,121.5,"('Dalian Shi', 'China')",Dalian Shi,China
38.88,121.58,"('Dalian', 'China')",Dalian,China
38.88,121.66,"('Dalian Shi', 'China')",Dalian Shi,China
38.89,115.44,"('Baoding', 'China')",Baoding,China
38.89,121.53,"('Dalian', 'China')",Dalian,China
38.89,121.58,"(None, 'China')",,China
38.9,115.46,"('Baoding Shi', 'China')",Baoding Shi,China
38.9,115.5,"('Baoding Shi', 'China')",Baoding Shi,China
38.9,121.53,"('Dalian Shi', 'China')",Dalian Shi,China
38.9,121.68,"('Dalian', 'China')",Dalian,China
38.91,115.46,"('Baoding Shi', 'China')",Baoding Shi,China
38.91,117.27,"(None, 'China')",,China
38.91,121.57,"('Dalian Shi', 'China')",Dalian Shi,China
38.91,121.58,"('Dalian Shi', 'China')",Dalian Shi,China
38.91,121.61,"('Dalian Shi', 'China')",Dalian Shi,China
38.92,121.61,"('Dalian', 'China')",Dalian,China
38.92,121.64,"('Dalian Shi', 'China')",Dalian Shi,China
38.93,116.97,"(None, 'China')",,China
38.93,117.8,"(None, 'China')",,China
38.93,121.58,"('Dalian Shi', 'China')",Dalian Shi,China
38.93,121.63,"('Dalian Shi', 'China')",Dalian Shi,China
38.94,100.45,"('Zhangye', 'China')",Zhangye,China
38.95,115.34,"('Baoding Shi', 'China')",Baoding Shi,China
38.95,115.47,"('Baoding Shi', 'China')",Baoding Shi,China
38.95,121.54,"('Dalian', 'China')",Dalian,China
38.95,121.58,"('Dalian Shi', 'China')",Dalian Shi,China
38.97,121.51,"('Dalian', 'China')",Dalian,China
38.97,121.57,"('Dalian Shi', 'China')",Dalian Shi,China
38.97,121.62,"('Dalian Shi', 'China')",Dalian Shi,China
38.97,122.02,"('Undefined', 'Undefined')",Undefined,Undefined
38.98,117.68,"(None, 'China')",,China
38.98,121.57,"('Dalian Shi', 'China')",Dalian Shi,China
38.99,106.41,"('Shizuishan', 'China')",Shizuishan,China
38.99,117.26,"(None, 'China')",,China
38.99,117.77,"(None, 'China')",,China
38.99,121.59,"('Dalian Shi', 'China')",Dalian Shi,China
39.0,106.37,"('Shizuishan Shi', 'China')",Shizuishan Shi,China
39.0,117.31,"(None, 'China')",,China
39.01,106.39,"('Shizuishan Shi', 'China')",Shizuishan Shi,China
39.01,117.22,"(None, 'China')",,China
39.01,117.56,"(None, 'China')",,China
39.01,117.7,"(None, 'China')",,China
39.01,121.65,"('Dalian', 'China')",Dalian,China
39.02,117.2,"(None, 'China')",,China
39.02,117.21,"('Tianjin', 'China')",Tianjin,China
39.02,117.22,"(None, 'China')",,China
39.02,117.64,"(None, 'China')",,China
39.02,117.65,"(None, 'China')",,China
39.02,117.69,"(None, 'China')",,China
39.03,117.64,"(None, 'China')",,China
39.03,117.66,"(None, 'China')",,China
39.03,117.69,"(None, 'China')",,China
39.04,117.23,"(None, 'China')",,China
39.04,117.66,"('Tianjin', 'China')",Tianjin,China
39.04,117.69,"(None, 'China')",,China
39.05,117.29,"(None, 'China')",,China
39.05,117.32,"(None, 'China')",,China
39.05,117.39,"(None, 'China')",,China
39.05,121.77,"('Dalian Shi', 'China')",Dalian Shi,China
39.06,117.29,"(None, 'China')",,China
39.06,117.68,"(None, 'China')",,China
39.07,112.19,"('Xinzhou', 'China')",Xinzhou,China
39.07,117.11,"(None, 'China')",,China
39.07,117.37,"(None, 'China')",,China
39.07,117.64,"(None, 'China')",,China
39.08,117.14,"(None, 'China')",,China
39.08,117.18,"(None, 'China')",,China
39.08,117.2,"(None, 'China')",,China
39.08,117.21,"(None, 'China')",,China
39.08,117.22,"(None, 'China')",,China
39.08,117.27,"(None, 'China')",,China
39.08,121.97,"('Dalian', 'China')",Dalian,China
39.09,116.59,"('Langfang', 'China')",Langfang,China
39.09,121.72,"('Dalian Shi', 'China')",Dalian Shi,China
39.1,113.05,"('Xinzhou', 'China')",Xinzhou,China
39.1,117.12,"(None, 'China')",,China
39.1,117.13,"(None, 'China')",,China
39.1,117.15,"(None, 'China')",,China
39.1,117.18,"(None, 'China')",,China
39.1,117.2,"(None, 'China')",,China
39.1,117.21,"(None, 'China')",,China
39.1,117.24,"(None, 'China')",,China
39.1,117.26,"(None, 'China')",,China
39.11,116.39,"('Langfang Shi', 'China')",Langfang Shi,China
39.11,116.4,"('Langfang Shi', 'China')",Langfang Shi,China
39.11,117.04,"(None, 'China')",,China
39.11,117.14,"(None, 'China')",,China
39.11,117.15,"(None, 'China')",,China
39.11,117.16,"(None, 'China')",,China
39.11,117.19,"(None, 'China')",,China
39.11,117.2,"(None, 'China')",,China
39.11,117.22,"(None, 'China')",,China
39.11,117.25,"(None, 'China')",,China
39.11,117.3,"(None, 'China')",,China
39.11,117.34,"(None, 'China')",,China
39.12,116.39,"('Langfang Shi', 'China')",Langfang Shi,China
39.12,117.07,"(None, 'China')",,China
39.12,117.13,"(None, 'China')",,China
39.12,117.17,"(None, 'China')",,China
39.12,117.18,"(None, 'China')",,China
39.12,117.19,"(None, 'China')",,China
39.12,117.2,"(None, 'China')",,China
39.12,117.21,"(None, 'China')",,China
39.12,117.22,"(None, 'China')",,China
39.12,117.23,"(None, 'China')",,China
39.12,117.25,"(None, 'China')",,China
39.12,117.26,"(None, 'China')",,China
39.13,117.15,"(None, 'China')",,China
39.13,117.16,"(None, 'China')",,China
39.13,117.17,"(None, 'China')",,China
39.13,117.23,"(None, 'China')",,China
39.13,117.36,"(None, 'China')",,China
39.14,117.02,"(None, 'China')",,China
39.14,117.13,"(None, 'China')",,China
39.14,117.17,"(None, 'China')",,China
39.14,117.19,"(None, 'China')",,China
39.14,117.2,"('Tianjin', 'China')",Tianjin,China
39.14,117.21,"(None, 'China')",,China
39.14,117.22,"(None, 'China')",,China
39.14,117.3,"(None, 'China')",,China
39.15,110.0,"('Yulin', 'China')",Yulin,China
39.15,117.21,"(None, 'China')",,China
39.15,117.24,"('Tianjin', 'China')",Tianjin,China
39.15,117.34,"(None, 'China')",,China
39.16,117.19,"(None, 'China')",,China
39.16,117.24,"(None, 'China')",,China
39.17,117.15,"(None, 'China')",,China
39.17,117.41,"(None, 'China')",,China
39.18,113.26,"('Xinzhou Shi', 'China')",Xinzhou Shi,China
39.18,116.19,"('Baoding', 'China')",Baoding,China
39.18,117.15,"(None, 'China')",,China
39.19,113.26,"('Xinzhou Shi', 'China')",Xinzhou Shi,China
39.19,113.36,"('Xinzhou', 'China')",Xinzhou,China
39.19,117.2,"(None, 'China')",,China
39.21,117.14,"(None, 'China')",,China
39.21,117.18,"(None, 'China')",,China
39.21,118.6,"('Tangshan', 'China')",Tangshan,China
39.22,117.17,"(None, 'China')",,China
39.23,117.11,"(None, 'China')",,China
39.23,117.13,"(None, 'China')",,China
39.23,117.18,"(None, 'China')",,China
39.23,117.25,"(None, 'China')",,China
39.27,110.23,"('Yulin', 'China')",Yulin,China
39.27,113.56,"('Xinzhou', 'China')",Xinzhou,China
39.31,116.27,"('Langfang', 'China')",Langfang,China
39.31,117.08,"(None, 'China')",,China
39.32,112.42,"('Shuozhou Shi', 'China')",Shuozhou Shi,China
39.32,115.87,"('Baoding Shi', 'China')",Baoding Shi,China
39.33,115.94,"('Baoding', 'China')",Baoding,China
39.33,117.82,"(None, 'China')",,China
39.35,115.48,"('Baoding', 'China')",Baoding,China
39.36,116.1,"('Baoding Shi', 'China')",Baoding Shi,China
39.38,117.05,"(None, 'China')",,China
39.39,100.39,"('Zhangye', 'China')",Zhangye,China
39.39,117.06,"(None, 'China')",,China
39.39,117.11,"(None, 'China')",,China
39.4,116.99,"(None, 'China')",,China
39.4,117.03,"(None, 'China')",,China
39.4,117.06,"(None, 'China')",,China
39.4,117.07,"(None, 'China')",,China
39.42,116.5,"('Langfang', 'China')",Langfang,China
39.42,118.91,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.42,121.55,"('Dalian', 'China')",Dalian,China
39.43,118.92,"('Tangshan', 'China')",Tangshan,China
39.44,114.25,"('Datong', 'China')",Datong,China
39.48,109.98,"('Ordos', 'China')",Ordos,China
39.48,115.97,"('Baoding Shi', 'China')",Baoding Shi,China
39.48,116.01,"('Baoding Shi', 'China')",Baoding Shi,China
39.48,116.72,"('Langfang Shi', 'China')",Langfang Shi,China
39.49,116.96,"(None, 'China')",,China
39.52,116.68,"('Langfang', 'China')",Langfang,China
39.54,116.52,"('Langfang', 'China')",Langfang,China
39.54,116.73,"('Langfang Shi', 'China')",Langfang Shi,China
39.55,117.28,"(None, 'China')",,China
39.56,118.46,"('Tangshan', 'China')",Tangshan,China
39.57,109.75,"('Ordos', 'China')",Ordos,China
39.57,116.79,"('Langfang Shi', 'China')",Langfang Shi,China
39.57,118.12,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.57,121.32,"('Dalian', 'China')",Dalian,China
39.59,116.24,"(None, 'China')",,China
39.59,116.74,"('Langfang', 'China')",Langfang,China
39.59,117.0,"(None, 'China')",,China
39.59,117.17,"(None, 'China')",,China
39.59,118.13,"('Tangshan', 'China')",Tangshan,China
39.6,109.76,"('Eerduosi Shi', 'China')",Eerduosi Shi,China
39.6,116.74,"('Langfang', 'China')",Langfang,China
39.6,118.11,"('Tangshan', 'China')",Tangshan,China
39.6,119.06,"('Qinhuangdao', 'China')",Qinhuangdao,China
39.61,116.5,"(None, 'China')",,China
39.62,113.56,"('Datong', 'China')",Datong,China
39.62,118.18,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.62,121.97,"('Dalian Shi', 'China')",Dalian Shi,China
39.63,118.14,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.63,118.15,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.63,122.0,"('Dalian Shi', 'China')",Dalian Shi,China
39.64,110.89,"('Ordos', 'China')",Ordos,China
39.64,115.62,"(None, 'China')",,China
39.64,117.36,"(None, 'China')",,China
39.64,117.37,"(None, 'China')",,China
39.64,118.46,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.64,122.0,"('Dalian Shi', 'China')",Dalian Shi,China
39.65,118.14,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.66,116.09,"(None, 'China')",,China
39.66,116.65,"(None, 'China')",,China
39.66,118.4,"('Tangshan', 'China')",Tangshan,China
39.66,119.3,"('Qinhuangdao Shi', 'China')",Qinhuangdao Shi,China
39.67,116.09,"(None, 'China')",,China
39.67,116.51,"(None, 'China')",,China
39.67,118.16,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.67,118.42,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.68,115.44,"('Baoding Shi', 'China')",Baoding Shi,China
39.68,118.16,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.69,106.83,"('Wuhai', 'China')",Wuhai,China
39.69,115.98,"(None, 'China')",,China
39.69,117.3,"(None, 'China')",,China
39.69,117.31,"(None, 'China')",,China
39.7,116.33,"(None, 'China')",,China
39.7,118.03,"('Tangshan', 'China')",Tangshan,China
39.7,118.04,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.7,122.99,"('Dalian Shi', 'China')",Dalian Shi,China
39.71,117.29,"(None, 'China')",,China
39.71,118.19,"('Tangshan', 'China')",Tangshan,China
39.71,118.44,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.72,115.95,"(None, 'China')",,China
39.72,116.12,"(None, 'China')",,China
39.72,116.34,"(None, 'China')",,China
39.72,117.3,"(None, 'China')",,China
39.72,117.31,"(None, 'China')",,China
39.73,116.12,"(None, 'China')",,China
39.73,116.16,"(None, 'China')",,China
39.73,116.33,"(None, 'China')",,China
39.73,116.58,"(None, 'China')",,China
39.73,118.43,"('Tangshan', 'China')",Tangshan,China
39.73,98.51,"('Jiuquan Shi', 'China')",Jiuquan Shi,China
39.74,116.13,"(None, 'China')",,China
39.74,116.32,"('Beijing', 'China')",Beijing,China
39.74,116.33,"(None, 'China')",,China
39.74,116.34,"(None, 'China')",,China
39.74,116.36,"(None, 'China')",,China
39.74,116.6,"(None, 'China')",,China
39.74,116.81,"(None, 'China')",,China
39.74,98.53,"('Jiuquan Shi', 'China')",Jiuquan Shi,China
39.75,115.96,"(None, 'China')",,China
39.75,116.15,"(None, 'China')",,China
39.75,116.32,"(None, 'China')",,China
39.75,116.33,"(None, 'China')",,China
39.75,116.34,"(None, 'China')",,China
39.75,117.46,"(None, 'China')",,China
39.75,119.34,"('Qinhuangdao', 'China')",Qinhuangdao,China
39.75,98.49,"('Jiuquan', 'China')",Jiuquan,China
39.76,115.96,"(None, 'China')",,China
39.76,116.17,"(None, 'China')",,China
39.76,116.18,"(None, 'China')",,China
39.76,116.21,"(None, 'China')",,China
39.76,116.3,"(None, 'China')",,China
39.76,116.31,"(None, 'China')",,China
39.76,116.33,"(None, 'China')",,China
39.76,116.36,"(None, 'China')",,China
39.76,116.4,"(None, 'China')",,China
39.76,116.44,"(None, 'China')",,China
39.76,116.49,"(None, 'China')",,China
39.76,116.5,"(None, 'China')",,China
39.76,116.51,"(None, 'China')",,China
39.76,116.52,"(None, 'China')",,China
39.77,116.31,"(None, 'China')",,China
39.77,116.52,"(None, 'China')",,China
39.77,116.56,"(None, 'China')",,China
39.77,98.32,"('Jiayuguan', 'China')",Jiayuguan,China
39.78,116.29,"(None, 'China')",,China
39.78,116.33,"(None, 'China')",,China
39.78,116.4,"(None, 'China')",,China
39.78,116.42,"(None, 'China')",,China
39.78,116.57,"(None, 'China')",,China
39.79,116.11,"(None, 'China')",,China
39.79,116.31,"(None, 'China')",,China
39.79,116.54,"(None, 'China')",,China
39.8,116.19,"(None, 'China')",,China
39.8,116.21,"(None, 'China')",,China
39.8,116.4,"(None, 'China')",,China
39.8,116.41,"(None, 'China')",,China
39.8,116.42,"(None, 'China')",,China
39.8,116.45,"(None, 'China')",,China
39.8,116.57,"(None, 'China')",,China
39.8,116.58,"(None, 'China')",,China
39.81,116.21,"(None, 'China')",,China
39.81,116.36,"(None, 'China')",,China
39.81,116.4,"(None, 'China')",,China
39.81,116.45,"(None, 'China')",,China
39.81,116.49,"(None, 'China')",,China
39.81,117.63,"('Tangshan', 'China')",Tangshan,China
39.82,116.34,"(None, 'China')",,China
39.82,116.47,"(None, 'China')",,China
39.82,116.51,"(None, 'China')",,China
39.82,116.52,"(None, 'China')",,China
39.82,117.0,"('Langfang Shi', 'China')",Langfang Shi,China
39.82,118.13,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.83,109.98,"('Eerduosi Shi', 'China')",Eerduosi Shi,China
39.83,116.28,"('Beijing', 'China')",Beijing,China
39.83,116.46,"(None, 'China')",,China
39.83,116.47,"(None, 'China')",,China
39.83,116.54,"(None, 'China')",,China
39.83,116.55,"(None, 'China')",,China
39.83,116.66,"(None, 'China')",,China
39.83,116.84,"(None, 'China')",,China
39.84,116.2,"(None, 'China')",,China
39.84,116.29,"(None, 'China')",,China
39.84,116.3,"(None, 'China')",,China
39.84,116.36,"(None, 'China')",,China
39.84,116.37,"(None, 'China')",,China
39.84,116.38,"(None, 'China')",,China
39.84,116.44,"(None, 'China')",,China
39.84,116.5,"(None, 'China')",,China
39.84,116.53,"(None, 'China')",,China
39.84,116.54,"(None, 'China')",,China
39.84,116.73,"(None, 'China')",,China
39.84,117.57,"('Tangshan', 'China')",Tangshan,China
39.84,118.08,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.84,118.18,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.85,116.3,"(None, 'China')",,China
39.85,116.42,"(None, 'China')",,China
39.85,116.51,"(None, 'China')",,China
39.85,116.53,"(None, 'China')",,China
39.85,116.54,"(None, 'China')",,China
39.86,114.45,"('Zhangjiakou', 'China')",Zhangjiakou,China
39.86,116.16,"(None, 'China')",,China
39.86,116.24,"(None, 'China')",,China
39.86,116.25,"(None, 'China')",,China
39.86,116.26,"(None, 'China')",,China
39.86,116.35,"(None, 'China')",,China
39.86,116.36,"(None, 'China')",,China
39.86,116.37,"(None, 'China')",,China
39.86,116.43,"(None, 'China')",,China
39.86,116.44,"(None, 'China')",,China
39.86,116.46,"(None, 'China')",,China
39.86,116.5,"(None, 'China')",,China
39.86,116.56,"(None, 'China')",,China
39.86,116.73,"(None, 'China')",,China
39.86,117.6,"('Tangshan', 'China')",Tangshan,China
39.87,116.3,"(None, 'China')",,China
39.87,116.32,"(None, 'China')",,China
39.87,116.34,"(None, 'China')",,China
39.87,116.37,"(None, 'China')",,China
39.87,116.38,"('Beijing', 'China')",Beijing,China
39.87,116.39,"('Beijing', 'China')",Beijing,China
39.87,116.41,"(None, 'China')",,China
39.87,116.45,"(None, 'China')",,China
39.87,116.46,"(None, 'China')",,China
39.87,116.53,"(None, 'China')",,China
39.87,116.61,"(None, 'China')",,China
39.87,116.63,"(None, 'China')",,China
39.87,116.66,"(None, 'China')",,China
39.87,116.68,"(None, 'China')",,China
39.87,118.17,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.87,118.2,"('Tangshan', 'China')",Tangshan,China
39.87,119.46,"('Qinhuangdao', 'China')",Qinhuangdao,China
39.88,116.32,"(None, 'China')",,China
39.88,116.33,"(None, 'China')",,China
39.88,116.38,"(None, 'China')",,China
39.88,116.39,"(None, 'China')",,China
39.88,116.4,"(None, 'China')",,China
39.88,116.44,"(None, 'China')",,China
39.88,116.46,"(None, 'China')",,China
39.88,116.47,"('Beijing', 'China')",Beijing,China
39.88,116.48,"(None, 'China')",,China
39.88,116.62,"(None, 'China')",,China
39.88,116.66,"(None, 'China')",,China
39.89,116.3,"(None, 'China')",,China
39.89,116.32,"(None, 'China')",,China
39.89,116.35,"(None, 'China')",,China
39.89,116.4,"(None, 'China')",,China
39.89,116.41,"(None, 'China')",,China
39.89,116.43,"(None, 'China')",,China
39.89,116.45,"(None, 'China')",,China
39.89,116.46,"('Beijing', 'China')",Beijing,China
39.89,116.54,"(None, 'China')",,China
39.89,116.63,"(None, 'China')",,China
39.9,116.21,"(None, 'China')",,China
39.9,116.22,"(None, 'China')",,China
39.9,116.31,"('Beijing', 'China')",Beijing,China
39.9,116.32,"(None, 'China')",,China
39.9,116.33,"(None, 'China')",,China
39.9,116.35,"(None, 'China')",,China
39.9,116.37,"(None, 'China')",,China
39.9,116.39,"(None, 'China')",,China
39.9,116.41,"(None, 'China')",,China
39.9,116.42,"(None, 'China')",,China
39.9,116.45,"(None, 'China')",,China
39.9,116.46,"(None, 'China')",,China
39.9,116.47,"(None, 'China')",,China
39.9,116.48,"(None, 'China')",,China
39.9,116.5,"(None, 'China')",,China
39.9,116.51,"(None, 'China')",,China
39.9,116.57,"(None, 'China')",,China
39.9,117.73,"('Tangshan Shi', 'China')",Tangshan Shi,China
39.9,117.74,"('Tangshan', 'China')",Tangshan,China
39.9,119.52,"('Qinhuangdao Shi', 'China')",Qinhuangdao Shi,China
39.9,96.32,"('Jiuquan', 'China')",Jiuquan,China
39.91,116.1,"(None, 'China')",,China
39.91,116.17,"(None, 'China')",,China
39.91,116.19,"('Beijing', 'China')",Beijing,China
39.91,116.21,"(None, 'China')",,China
39.91,116.25,"(None, 'China')",,China
39.91,116.26,"('Beijing', 'China')",Beijing,China
39.91,116.27,"(None, 'China')",,China
39.91,116.32,"(None, 'China')",,China
39.91,116.33,"(None, 'China')",,China
39.91,116.34,"('Beijing', 'China')",Beijing,China
39.91,116.35,"('Beijing', 'China')",Beijing,China
39.91,116.36,"(None, 'China')",,China
39.91,116.39,"(None, 'China')",,China
39.91,116.4,"(None, 'China')",,China
39.91,116.41,"(None, 'China')",,China
39.91,116.42,"(None, 'China')",,China
39.91,116.43,"(None, 'China')",,China
39.91,116.44,"(None, 'China')",,China
39.91,116.45,"(None, 'China')",,China
39.91,116.46,"(None, 'China')",,China
39.91,116.49,"(None, 'China')",,China
39.91,116.5,"(None, 'China')",,China
39.91,116.51,"(None, 'China')",,China
39.91,116.54,"(None, 'China')",,China
39.91,116.57,"(None, 'China')",,China
39.91,116.59,"(None, 'China')",,China
39.91,116.66,"(None, 'China')",,China
39.91,116.69,"(None, 'China')",,China
39.91,119.51,"('Qinhuangdao Shi', 'China')",Qinhuangdao Shi,China
39.91,119.54,"('Qinhuangdao', 'China')",Qinhuangdao,China
39.92,116.19,"(None, 'China')",,China
39.92,116.29,"(None, 'China')",,China
39.92,116.37,"('Beijing', 'China')",Beijing,China
39.92,116.4,"(None, 'China')",,China
39.92,116.42,"(None, 'China')",,China
39.92,116.43,"(None, 'China')",,China
39.92,116.44,"('Beijing', 'China')",Beijing,China
39.92,116.45,"(None, 'China')",,China
39.92,116.47,"(None, 'China')",,China
39.92,116.5,"(None, 'China')",,China
39.92,116.51,"(None, 'China')",,China
39.92,116.56,"(None, 'China')",,China
39.92,116.64,"(None, 'China')",,China
39.92,116.65,"(None, 'China')",,China
39.93,116.31,"(None, 'China')",,China
39.93,116.32,"('Beijing', 'China')",Beijing,China
39.93,116.34,"('Beijing', 'China')",Beijing,China
39.93,116.36,"(None, 'China')",,China
39.93,116.38,"(None, 'China')",,China
39.93,116.4,"(None, 'China')",,China
39.93,116.41,"(None, 'China')",,China
39.93,116.43,"(None, 'China')",,China
39.93,116.44,"(None, 'China')",,China
39.93,116.45,"('Beijing', 'China')",Beijing,China
39.93,116.49,"(None, 'China')",,China
39.93,116.51,"(None, 'China')",,China
39.93,116.52,"(None, 'China')",,China
39.93,116.68,"(None, 'China')",,China
39.94,115.92,"(None, 'China')",,China
39.94,116.19,"(None, 'China')",,China
39.94,116.28,"(None, 'China')",,China
39.94,116.31,"('Beijing', 'China')",Beijing,China
39.94,116.33,"(None, 'China')",,China
39.94,116.35,"(None, 'China')",,China
39.94,116.36,"('Beijing', 'China')",Beijing,China
39.94,116.37,"(None, 'China')",,China
39.94,116.43,"(None, 'China')",,China
39.94,116.44,"(None, 'China')",,China
39.94,116.48,"(None, 'China')",,China
39.94,116.52,"('Beijing', 'China')",Beijing,China
39.94,117.16,"(None, 'China')",,China
39.95,116.23,"(None, 'China')",,China
39.95,116.24,"(None, 'China')",,China
39.95,116.28,"(None, 'China')",,China
39.95,116.3,"(None, 'China')",,China
39.95,116.32,"(None, 'China')",,China
39.95,116.33,"('Beijing', 'China')",Beijing,China
39.95,116.34,"(None, 'China')",,China
39.95,116.35,"(None, 'China')",,China
39.95,116.36,"(None, 'China')",,China
39.95,116.37,"(None, 'China')",,China
39.95,116.39,"(None, 'China')",,China
39.95,116.52,"(None, 'China')",,China
39.95,116.84,"('Langfang Shi', 'China')",Langfang Shi,China
39.95,116.87,"('Langfang', 'China')",Langfang,China
39.95,119.58,"('Qinhuangdao Shi', 'China')",Qinhuangdao Shi,China
39.96,116.27,"(None, 'China')",,China
39.96,116.28,"(None, 'China')",,China
39.96,116.29,"(None, 'China')",,China
39.96,116.3,"(None, 'China')",,China
39.96,116.32,"(None, 'China')",,China
39.96,116.38,"('Beijing', 'China')",Beijing,China
39.96,116.39,"('Beijing', 'China')",Beijing,China
39.96,116.41,"(None, 'China')",,China
39.96,116.42,"('Beijing', 'China')",Beijing,China
39.96,116.44,"(None, 'China')",,China
39.96,116.46,"('Beijing', 'China')",Beijing,China
39.96,116.54,"(None, 'China')",,China
39.96,116.8,"('Langfang Shi', 'China')",Langfang Shi,China
39.96,116.82,"('Langfang Shi', 'China')",Langfang Shi,China
39.96,116.83,"('Langfang Shi', 'China')",Langfang Shi,China
39.96,119.58,"('Qinhuangdao Shi', 'China')",Qinhuangdao Shi,China
39.97,116.19,"(None, 'China')",,China
39.97,116.2,"(None, 'China')",,China
39.97,116.27,"(None, 'China')",,China
39.97,116.31,"(None, 'China')",,China
39.97,116.32,"(None, 'China')",,China
39.97,116.34,"('Beijing', 'China')",Beijing,China
39.97,116.35,"(None, 'China')",,China
39.97,116.36,"(None, 'China')",,China
39.97,116.37,"('Beijing', 'China')",Beijing,China
39.97,116.38,"(None, 'China')",,China
39.97,116.41,"(None, 'China')",,China
39.97,116.42,"('Beijing', 'China')",Beijing,China
39.97,116.43,"(None, 'China')",,China
39.97,116.47,"(None, 'China')",,China
39.97,116.48,"(None, 'China')",,China
39.97,116.49,"(None, 'China')",,China
39.97,116.76,"('Langfang', 'China')",Langfang,China
39.97,119.62,"('Qinhuangdao', 'China')",Qinhuangdao,China
39.98,116.06,"(None, 'China')",,China
39.98,116.3,"(None, 'China')",,China
